立法院代碼,法務部代碼,法律名稱,舊名稱,法務部分類
01796001,H0070064,公立高級中等以下學校委託私人辦理實驗教育條例施行細則,公立國民小學及國民中學委託私人辦理條例施行細則,行政＞教育部＞國民及學前教育目
03736009,D0070217,濕地保育法施行細則,,行政＞內政部＞營建目
01142071,N0060072,管制性化學品許可申請收費標準,新化學物質登記及管制性化學品許可申請收費標準,行政＞勞動部＞職業安全衛生目
03736005,D0070219,重要濕地內灌溉排水蓄水放淤給水投入標準,,行政＞內政部＞營建目
03736006,D0070220,濕地影響說明書認定基準及民眾參與準則,,行政＞內政部＞營建目
03736008,D0070221,衝擊減輕及生態補償實施辦法,,行政＞內政部＞營建目
01592052,R0010006,考選部國家考場大樓地下停車場收費標準,,考試＞考選部＞組織目
01949006,J0140014,中小企業增僱員工薪資費用加成減除辦法,,行政＞經濟部＞中小企業目
01949001,J0140015,中小企業研究發展支出適用投資抵減辦法,,行政＞經濟部＞中小企業目
03706020,O0060045,毒性及關注化學物質災害事故應變車輛管理辦法,毒性化學物質災害事故應變車輛管理辦法,行政＞行政院環境保護署＞衛生及毒物管理目
08125029,P0050041,中華民國一百零四年度廣播金鐘獎獎勵辦法,,行政＞文化部＞影視出版目
08125028,P0050042,中華民國一百零四年度電視金鐘獎獎勵辦法,,行政＞文化部＞影視出版目
05128002,D0130030,原住民族傳統智慧創作保護共同基金收支保管及運用辦法,,行政＞原住民族委員會＞經濟發展目
03112016,M0130041,動物用藥品檢驗登記審查準則,,行政＞行政院農業委員會＞動物防檢疫目
01592204,D0070223,綠建材性能試驗機構申請指定收費標準,,行政＞內政部＞營建目
01513029,G0340137,納稅義務人與配偶分居得各自辦理綜合所得稅結算申報及計算稅額之認定標準,,行政＞財政部＞賦稅目
01945006,J0150021,事業提供贈品贈獎額度辦法,,行政＞公平交易委員會＞公平交易目
01714012,H0040029,專科學校軍訓教官職掌介派遷調進修申訴辦法,,行政＞教育部＞學生事務及特殊教育目
01592205,M0140046,行政院農業委員會茶業改良場辦理農藥田間試驗收費標準,,行政＞行政院農業委員會＞植物防檢疫目
01528052,G0350074,海關管理承攬業辦法,,行政＞財政部＞關務目
01714013,H0040030,專科學校辦理國外學歷採認辦法,,行政＞教育部＞技術及職業教育目
02513027,L0040125,食品安全保護基金補助辦法,,行政＞衛生福利部＞食品藥物管理目
01592206,M0050049,行政院農業委員會水產試驗所基因改造水產生物田間試驗收費標準,,行政＞行政院農業委員會＞漁業目
01829041,K0070073,船舶運送業個人資料檔案安全維護計畫及處理辦法,,行政＞交通部＞航政目
01749001,H0000149,行政院技職教育審議會組織及運作辦法,,行政＞教育部＞技術及職業教育目
04565055,S0080032,法官退養金給與辦法,,司法＞院本部＞司法人事目
,G0380240,電子支付機構身分確認機制及交易限額管理辦法,電子支付機構使用者身分確認機制及交易限額管理辦法;電子支付機構管理條例第三條第二項授權規定事項辦法;電子支付機構管理條例第五條第二項授權規定事項辦法,行政＞金融監督管理委員會＞銀行目
,G0380241,專營電子支付機構專用存款帳戶管理辦法,電子支付機構專用存款帳戶管理辦法;電子支付機構管理條例第二十一條第六項授權規定事項辦法;電子支付機構管理條例第二十二條第五項授權規定事項辦法,行政＞金融監督管理委員會＞銀行目
,G0380244,專營電子支付機構內部控制及稽核制度實施辦法,電子支付機構內部控制及稽核制度實施辦法,行政＞金融監督管理委員會＞銀行目
01988009,G0380246,電子支付機構清償基金組織及管理辦法,,行政＞金融監督管理委員會＞銀行目
01829042,K0110038,旅行業個人資料檔案安全維護計畫及處理辦法,,廢止法規＞交通部
01592210,D0070224,台江國家公園管理處建築執照規費收費標準,,行政＞內政部＞營建目
02301149,T0020072,中華民國一百零五年度中央政府總預算附屬單位預算編製辦法,,廢止法規＞行政院主計總處
02301144,T0020073,中華民國一百零五年度中央政府總預算編製辦法,,廢止法規＞行政院主計總處
01592211,M0050050,第一類漁港遊艇停泊費收費標準,,行政＞行政院農業委員會＞漁業目
01592209,H0170100,國立臺灣文學館齊東詩舍場地租用收費標準,,廢止法規＞文化部
01934002,J0120053,經濟部所屬事業機構人員進用辦法,,行政＞經濟部＞國營經濟事業目
01541004,G0390091,國際保險業務分公司管理辦法,,行政＞金融監督管理委員會＞保險目
03130011,M0130042,植物檢疫物輸入隔離檢疫作業辦法,,行政＞行政院農業委員會＞植物防檢疫目
03113007,M0060078,飼料油脂工廠設廠標準,,行政＞行政院農業委員會＞畜牧目
02513083,L0040126,食品及食品添加物查驗登記等相關審查費及證書費收費標準,食品及食品添加物查驗登記審查費及證書費收費標準,行政＞衛生福利部＞食品藥物管理目
01512008,G0340138,納稅義務人申請延期或分期繳納稅捐辦法,,行政＞財政部＞賦稅目
02513084,L0040127,健康食品查驗登記審查費證書費收費標準,,行政＞衛生福利部＞食品藥物管理目
01452030,F0110022,軍事學校預備學校軍費生公費待遇津貼賠償辦法,,行政＞國防部＞主計財務目
01531039,G0380247,銀行辦理衍生性金融商品業務內部作業制度及程序管理辦法,,行政＞金融監督管理委員會＞銀行目
01714015,H0140018,專科學校軍訓教官編制員額資格遴選辦法,,行政＞教育部＞學生事務及特殊教育目
01714014,H0000150,國立專科學校校長遴選會組織及運作辦法,,行政＞教育部＞人事目
,M0140047,動植物應施檢疫物進儲自由貿易港區檢疫作業辦法,植物檢疫物進儲自由貿易港區檢疫作業辦法,行政＞行政院農業委員會＞植物防檢疫目
02513087,L0040128,食品安全衛生管理法行政罰行為數認定標準,,行政＞衛生福利部＞食品藥物管理目
01790002,H0070065,學校型態實驗教育評鑑辦法,,行政＞教育部＞國民及學前教育目
01774001,H0060068,非學校型態機構實驗教育評鑑辦法,,行政＞教育部＞國民及學前教育目
03615035,N0090046,青年跨域就業促進補助實施辦法,,行政＞勞動部＞就業服務目
01139001,N0030026,勞工退休準備金資料提供金融機構處理辦法,,行政＞勞動部＞勞動福祉退休目
01592212,M0060079,行政院農業委員會畜產試驗所種畜禽基因檢測服務收費標準,,行政＞行政院農業委員會＞畜牧目
02542006,L0020184,護理機構評鑑辦法,,行政＞衛生福利部＞護理及健康照護目
02513086,L0040129,食用豬脂衛生標準,,行政＞衛生福利部＞食品藥物管理目
04552007,I0030046,緩起訴處分金與認罪協商金補助款收支運用及監督管理辦法,,行政＞法務部＞檢察目
,I0000042,法務部矯正署八德外役監獄編制表,,行政＞法務部＞組織目
,I0000041,法務部矯正署臺南第二監獄編制表,,行政＞法務部＞組織目
04612090,R0040076,專門職業及技術人員高等考試大地工程技師考試分階段考試規則,,考試＞考選部＞專門職業及技術人員考試目
02519095,O0020099,淘汰二行程機車及新購電動二輪車補助辦法,,廢止法規＞行政院環境保護署
01592213,M0010035,行政院農業委員會特有生物研究保育中心保育教育館清潔維護費收費標準,,行政＞行政院農業委員會＞處務目
03134012,M0130043,檢舉違反動物保護法案件獎勵辦法,,行政＞行政院農業委員會＞動物防檢疫目
03113008,M0060080,自製自用飼料限量標準,,行政＞行政院農業委員會＞畜牧目
01531040,G0380248,商業銀行投資不動產辦法,,行政＞金融監督管理委員會＞銀行目
02513085,L0040139,食品安全衛生管理法沒收沒入追徵追繳違法所得估算及推估計價辦法,食品安全衛生管理法沒收沒入追徵追繳違法所得推估計價辦法,行政＞衛生福利部＞食品藥物管理目
03134018,M0060081,寵物食品病原微生物與有害健康物質種類及安全容許量標準,,行政＞行政院農業委員會＞畜牧目
02510032,L0030079,藥物回收處理辦法,,行政＞衛生福利部＞食品藥物管理目
01829043,G0320033,公益彩券發行機構個人資料檔案安全維護管理辦法,,行政＞財政部＞國庫目
01592214,D0070225,陽明山國家公園管理處建築執照規費收費標準,,行政＞內政部＞營建目
01790003,H0060069,高級中等以下學校型態實驗教育許可辦法,學校型態實驗教育申請許可辦法,行政＞教育部＞國民及學前教育目
01790004,H0060070,國立高級中等以下學校辦理學校型態實驗教育辦法,教育部指定國立學校辦理學校型態實驗教育辦法,行政＞教育部＞國民及學前教育目
01592215,E0020022,亞太經濟合作商務旅行卡規費收費標準,,行政＞外交部＞領事業務目
08128034,M0080013,行政院農業委員會推動學術與研究機構參與產業創新及研究發展補助辦法,,行政＞行政院農業委員會＞農業科技目
,O0040065,違反水污染防治法按次處罰通知限期改善或補正執行準則,,行政＞行政院環境保護署＞水質保護目
04613022,R0020029,國家考試闈場安全及管理辦法,,考試＞考選部＞一般性考試目
01829044,G0330036,菸酒事業個人資料檔案安全維護管理辦法,,行政＞財政部＞國庫目
03134013,M0060082,公立動物收容處所管理規則,,行政＞行政院農業委員會＞畜牧目
03113009,M0060083,飼料及飼料添加物追溯追蹤管理辦法,,行政＞行政院農業委員會＞畜牧目
01203029,D0080197,收容聲請事件移送及遠距審理作業實施辦法,,行政＞內政部＞移民目
01829047,H0120077,運動彩券業個人資料檔案安全維護計畫實施辦法,,行政＞教育部＞體育目
01749003,H0040031,技專校院專業科目或技術科目之教師業界實務工作經驗認定標準,,行政＞教育部＞技術及職業教育目
01749002,H0040032,高級中等以上學校推動教師及學生取得證照及參與技藝競賽獎勵辦法,,行政＞教育部＞技術及職業教育目
01765008,H0080090,補助及獎勵社區大學發展辦法,補助獎勵及輔導社區大學發展辦法,行政＞教育部＞終身教育目
03113010,M0060085,檢舉違反飼料管理法案件獎勵辦法,,行政＞行政院農業委員會＞畜牧目
04501005,A0030283,大法官助理遴聘訓練業務管理及考核辦法,,司法＞院本部＞釋憲目
01433002,F0030044,悔過室設置辦法,,行政＞國防部＞人事目
03134015,M0060086,動物保護講習辦法,,行政＞行政院農業委員會＞畜牧目
01829045,J0080052,網際網路零售業及網際網路零售服務平台業個人資料檔案安全維護計畫及業務終止後個人資料處理作業辦法,,行政＞數位發展部＞數位產業目
01829046,K0040071,停車場經營業個人資料檔案安全維護計畫及處理辦法,,行政＞交通部＞公路目
01661003,H0120078,運動彩券內部控制及稽核制度實施辦法,,行政＞教育部＞體育目
,D0020076,內政部指定殯葬服務業個人資料檔案安全維護管理辦法,殯葬服務業個人資料檔案安全維護管理辦法,行政＞內政部＞民政目
01829049,M0070067,農業金融業個人資料檔案安全維護管理辦法,,行政＞行政院農業委員會＞農業金融目
02520040,O0040066,違反水污染防治法義務所得利益核算及推估辦法,,行政＞行政院環境保護署＞水質保護目
